company_id,company_slug,batch,batch_code,year,subindustry,industry,subindustry_child
22786,faction,Winter 2021,W21,2021.0,Industrials -> Automotive,Industrials,Automotive
22879,fathom,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
23174,feroot-security,Winter 2021,W21,2021.0,B2B -> Security,B2B,Security
22826,fifthtry,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
23065,finantier,Winter 2021,W21,2021.0,Fintech -> Banking and Exchange,Fintech,Banking and Exchange
22755,finary,Winter 2021,W21,2021.0,Fintech -> Asset Management,Fintech,Asset Management
22903,finary-com,Winter 2021,W21,2021.0,Fintech -> Asset Management,Fintech,Asset Management
22667,finley,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
22836,fintoc,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
22882,firstsupport-ai,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
22796,firstbase-io,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
23128,fithub-2,Winter 2021,W21,2021.0,Consumer -> Food and Beverage,Consumer,Food and Beverage
22989,flextock,Winter 2021,W21,2021.0,B2B -> Supply Chain and Logistics,B2B,Supply Chain and Logistics
22774,flok,Winter 2021,W21,2021.0,B2B,B2B,
23316,floweq,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
23301,flutterflow,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
23645,flux-2,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
22708,flux-auto,Winter 2021,W21,2021.0,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics
23511,forcyte-biotechnologies,Winter 2021,W21,2021.0,Healthcare -> Diagnostics,Healthcare,Diagnostics
23328,compound-writing,Winter 2021,W21,2021.0,Consumer -> Home and Personal,Consumer,Home and Personal
22714,fountain9,Winter 2021,W21,2021.0,B2B -> Retail,B2B,Retail
22751,fractional,Winter 2021,W21,2021.0,Fintech,Fintech,
23415,friz,Winter 2021,W21,2021.0,Consumer -> Job and Career Services,Consumer,Job and Career Services
22788,functionup-fanplay,Winter 2021,W21,2021.0,Education,Education,
22695,furmacy,Winter 2021,W21,2021.0,Healthcare -> Healthcare IT,Healthcare,Healthcare IT
23305,galaxy,Winter 2021,W21,2021.0,B2B -> Infrastructure,B2B,Infrastructure
22702,gerald-technologies-inc,Winter 2021,W21,2021.0,Fintech,Fintech,
23389,gigs,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22673,gigs-live,Winter 2021,W21,2021.0,Consumer,Consumer,
22888,gimbooks,Winter 2021,W21,2021.0,B2B -> Finance and Accounting,B2B,Finance and Accounting
22712,gobuild-fka-brick,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
22565,gonddo,Winter 2021,W21,2021.0,B2B -> Retail,B2B,Retail
22777,gradia-health,Winter 2021,W21,2021.0,Healthcare -> Healthcare IT,Healthcare,Healthcare IT
23306,greaseboss,Winter 2021,W21,2021.0,Industrials -> Manufacturing and Robotics,Industrials,Manufacturing and Robotics
22947,great-question,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22889,greywing,Winter 2021,W21,2021.0,B2B -> Supply Chain and Logistics,B2B,Supply Chain and Logistics
22789,gridware,Winter 2021,W21,2021.0,Industrials -> Energy,Industrials,Energy
22677,gromo,Winter 2021,W21,2021.0,Fintech,Fintech,
23556,h3x-technologies,Winter 2021,W21,2021.0,Industrials -> Aviation and Space,Industrials,Aviation and Space
23453,hubuc,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
22668,hapi,Winter 2021,W21,2021.0,Fintech -> Consumer Finance,Fintech,Consumer Finance
23259,haystack,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22876,hermes-robotics,Winter 2021,W21,2021.0,Industrials -> Defense,Industrials,Defense
23242,homebreeze,Winter 2021,W21,2021.0,Consumer -> Home and Personal,Consumer,Home and Personal
22983,homebase,Winter 2021,W21,2021.0,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate
23266,houm,Winter 2021,W21,2021.0,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate
22658,howdy-com,Winter 2021,W21,2021.0,B2B -> Recruiting and Talent,B2B,Recruiting and Talent
22784,huddlefire,Winter 2021,W21,2021.0,B2B -> Marketing,B2B,Marketing
22942,hudu,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
22638,humaans,Winter 2021,W21,2021.0,B2B -> Human Resources,B2B,Human Resources
23636,humance,Winter 2021,W21,2021.0,Real Estate and Construction -> Construction,Real Estate and Construction,Construction
22778,hyperglue,Winter 2021,W21,2021.0,B2B -> Analytics,B2B,Analytics
23280,infracost,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
