tag,total_companies,batches_excluded_from_stats,first_observed_batch,latest_observed_batch,n_batches_present,peak_batch,peak_count,peak_share_pct,earliest_year,earliest_year_count,earliest_year_share_pct,earliest_batch_share_pct,latest_full_batch,latest_count,latest_share_pct,count_change,count_change_vs_earliest_year_avg,pp_change,rolling3_latest_share_pct,mean_share_full_batches_pct,newly_appearing,peaked_then_declined,early_share_pct,late_share_pct,median_share_pct,cv_share,emergence_class,rank_latest,rank_earliest_year,rank_change
Air Taxis,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2014,Winter 2020,4,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.111,True,False,0.0,0.0,0.0,2.824,Low-volume / mixed,146,6,-140
Social Media,34,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2005,Fall 2025,19,Fall 2024,3,3.191,2005,1,11.111,11.111,Summer 2026,0,0.0,-1,-1.0,-11.111,0.685,0.699,False,False,0.757,1.028,0.182,1.235,Spiky,146,1,-145
Social Network,22,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2005,Fall 2025,18,Summer 2012,2,2.41,2005,1,11.111,11.111,Summer 2026,0,0.0,-1,-1.0,-11.111,0.228,0.405,False,False,1.591,0.343,0.0,1.483,Spiky,146,1,-145
Solar Power,19,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Winter 2026,13,Summer 2015,2,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.301,True,False,0.0,0.0,0.0,1.507,Low-volume / mixed,146,6,-140
Speech Recognition,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2017,Summer 2025,5,Summer 2017,1,0.8,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.08,True,False,0.0,0.0,0.0,2.494,Low-volume / mixed,146,6,-140
Sports Tech,18,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Fall 2025,12,Winter 2017,2,1.724,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.457,0.343,True,False,0.0,0.685,0.0,1.539,Low-volume / mixed,146,6,-140
Subscriptions,37,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2013,Winter 2024,17,Winter 2021,9,2.679,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.577,True,True,0.0,0.0,0.415,1.24,Spiky,146,6,-140
Sleep Tech,9,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Summer 2021,6,Winter 2015,2,1.818,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.168,True,False,0.0,0.0,0.0,2.499,Low-volume / mixed,146,6,-140
Small Modular Reactors,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2014,Winter 2019,2,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.056,False,False,0.0,0.0,0.0,4.233,Low-volume / mixed,146,6,-140
Smart Clothing,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Winter 2020,5,Winter 2016,1,0.82,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.11,True,False,0.0,0.0,0.0,2.377,Low-volume / mixed,146,6,-140
Smart Home Assistants,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2014,Fall 2025,7,Winter 2014,1,1.351,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.183,True,False,0.0,0.343,0.0,1.996,Low-volume / mixed,146,6,-140
Smart Locks,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Summer 2015,1,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.03,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Social,75,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2005,Fall 2026,32,Winter 2012,5,7.576,2005,1,11.111,11.111,Summer 2026,0,0.0,-1,-1.0,-11.111,0.457,1.402,False,True,4.622,0.685,0.921,1.153,Declining,146,1,-145
Scheduling,12,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Winter 2026,11,Winter 2015,1,0.909,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.206,True,False,0.0,0.0,0.0,1.56,Low-volume / mixed,146,6,-140
Search,18,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2021,Summer 2025,8,Winter 2024,5,2.016,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.402,0.247,True,True,0.0,0.0,0.0,2.031,Spiky,146,6,-140
"Security Orchestration, Automation and Response (SOAR)",1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2019,Summer 2019,1,Summer 2019,1,0.568,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.018,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Robotic Surgery,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2018,Summer 2022,3,Summer 2018,1,0.763,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.059,False,False,0.0,0.0,0.0,3.198,Low-volume / mixed,146,6,-140
Rocketry,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Fall 2025,4,Winter 2016,1,0.82,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.085,False,False,0.0,0.343,0.0,2.736,Low-volume / mixed,146,6,-140
Sustainable Fashion,9,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2016,Summer 2022,7,Summer 2016,1,0.98,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.145,True,False,0.0,0.0,0.0,2.081,Low-volume / mixed,146,6,-140
Sustainable Tourism,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2012,Winter 2022,3,Summer 2012,1,1.205,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.062,False,False,0.0,0.0,0.0,3.697,Low-volume / mixed,146,6,-140
Talent Acquisition,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2012,Fall 2026,6,Summer 2012,1,1.205,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.122,True,False,0.0,0.0,0.0,2.612,Low-volume / mixed,146,6,-140
Bioplastic,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Summer 2022,3,Winter 2015,1,0.909,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.055,False,False,0.0,0.0,0.0,3.347,Low-volume / mixed,146,6,-140
Blockchain,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2015,Summer 2017,2,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.055,False,False,0.0,0.0,0.0,3.89,Low-volume / mixed,146,6,-140
Booking,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2012,Winter 2025,3,Summer 2012,1,1.205,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.085,False,False,0.0,0.0,0.0,3.233,Low-volume / mixed,146,6,-140
COVID-19,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2017,Winter 2022,4,Summer 2017,1,0.8,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.068,False,False,0.0,0.0,0.0,2.869,Low-volume / mixed,146,6,-140
CRISPR,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2019,Winter 2025,4,Winter 2025,1,0.602,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.064,False,False,0.0,0.0,0.0,2.667,Low-volume / mixed,146,6,-140
CRM,21,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2011,Fall 2025,16,Summer 2014,2,2.564,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.431,True,False,0.834,0.343,0.126,1.398,Spiky,146,6,-140
Autonomous Trucking,11,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Winter 2021,8,Winter 2018,2,1.37,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.205,True,False,0.0,0.0,0.0,1.873,Low-volume / mixed,146,6,-140
Banking as a Service,26,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2009,Summer 2023,14,Winter 2015,2,1.818,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.395,True,False,0.0,0.0,0.0,1.455,Low-volume / mixed,146,6,-140
Batteryless IoT Sensors,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2019,Winter 2019,1,Winter 2019,1,0.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.016,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Beauty,11,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2014,Fall 2025,9,Summer 2015,2,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.244,True,False,0.0,0.343,0.0,1.899,Low-volume / mixed,146,6,-140
Billing,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2021,Summer 2024,4,Summer 2023,2,0.909,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.057,True,False,0.0,0.0,0.0,3.131,Low-volume / mixed,146,6,-140
Biometrics,7,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2013,Fall 2025,7,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.119,True,False,0.0,0.343,0.0,2.463,Low-volume / mixed,146,6,-140
Assistive Tech,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2016,Summer 2021,5,Summer 2018,2,1.527,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.133,True,False,0.0,0.0,0.0,2.631,Low-volume / mixed,146,6,-140
Augmented Reality,23,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2011,Winter 2025,18,Winter 2018,3,2.055,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.569,True,False,0.834,0.0,0.351,1.149,Spiky,146,6,-140
Auto Commerce,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Summer 2022,5,Winter 2016,1,0.82,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.077,True,False,0.0,0.0,0.0,2.511,Low-volume / mixed,146,6,-140
Autonomous Delivery,8,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2014,Summer 2021,7,Summer 2016,2,1.961,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.176,True,False,0.0,0.0,0.0,2.453,Low-volume / mixed,146,6,-140
Autonomous Shipping,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Spring 2025,Spring 2025,1,Spring 2025,1,0.699,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.022,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Airplanes,11,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2017,Winter 2023,10,Winter 2017,1,0.862,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.169,True,False,0.0,0.0,0.0,1.685,Low-volume / mixed,146,6,-140
Alternative Battery Tech,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2017,Winter 2019,2,Winter 2017,1,0.862,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.043,False,False,0.0,0.0,0.0,4.002,Low-volume / mixed,146,6,-140
Diversity & Inclusion,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Winter 2020,3,Winter 2016,1,0.82,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.061,False,False,0.0,0.0,0.0,3.209,Low-volume / mixed,146,6,-140
Documents,34,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2007,Fall 2026,20,Summer 2011,2,3.333,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.578,True,False,1.667,0.0,0.254,1.293,Spiky,146,6,-140
Home Automation,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Fall 2025,4,Summer 2016,1,0.98,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.092,False,False,0.0,0.343,0.0,2.747,Low-volume / mixed,146,6,-140
Ghost Kitchens,11,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2017,Summer 2022,7,Summer 2021,4,1.023,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.141,True,False,0.0,0.0,0.0,2.01,Low-volume / mixed,146,6,-140
GraphQL,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2011,Winter 2023,3,Summer 2011,1,1.667,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.087,False,False,0.834,0.0,0.0,3.649,Low-volume / mixed,146,6,-140
Grocery,32,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2011,Spring 2025,18,Summer 2016,2,1.961,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.558,True,False,0.834,0.0,0.396,1.106,Low-volume / mixed,146,6,-140
Fundraising,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Winter 2023,2,Winter 2012,1,1.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.07,False,False,0.757,0.0,0.0,4.118,Low-volume / mixed,146,6,-140
Furniture,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2014,Winter 2018,4,Winter 2014,2,2.703,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.183,True,False,0.0,0.0,0.0,3.012,Spiky,146,6,-140
Fusion Energy,3,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2014,Fall 2025,3,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.08,False,False,0.0,0.343,0.0,3.317,Low-volume / mixed,146,6,-140
Gardening,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2021,Winter 2021,1,Winter 2021,1,0.298,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.009,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Gene Therapy,14,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2017,Spring 2026,11,Summer 2018,3,2.29,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.215,True,False,0.0,0.0,0.0,2.072,Spiky,146,6,-140
Genetic Engineering,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2014,Spring 2026,4,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.076,False,False,0.0,0.343,0.0,3.414,Low-volume / mixed,146,6,-140
Fitness,19,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2011,Fall 2024,11,Summer 2013,1,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.324,True,False,0.0,0.0,0.0,1.63,Low-volume / mixed,146,6,-140
Food,9,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2011,Summer 2023,7,Winter 2019,2,1.031,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.105,True,False,0.0,0.0,0.0,2.378,Low-volume / mixed,146,6,-140
Food & Beverage,30,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2010,Fall 2026,22,Summer 2014,3,3.846,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.629,True,False,0.0,0.0,0.541,1.254,Spiky,146,6,-140
Food Service Robots & Machines,10,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2010,Summer 2021,8,Summer 2015,2,1.923,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.187,True,False,0.0,0.0,0.0,2.236,Low-volume / mixed,146,6,-140
Food Tech,48,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2011,Summer 2025,20,Winter 2015,3,2.727,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.798,True,False,0.834,0.0,0.643,1.03,Spiky,146,6,-140
Fraud Detection,10,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Winter 2026,8,Winter 2015,1,0.909,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.148,True,False,0.0,0.0,0.0,2.024,Low-volume / mixed,146,6,-140
Fraud Prevention,5,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Winter 2024,5,Winter 2015,1,0.909,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.085,True,False,0.0,0.0,0.0,2.483,Low-volume / mixed,146,6,-140
Lidar,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2024,Summer 2024,1,Summer 2024,1,0.403,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.013,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Live,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Fall 2024,6,Fall 2024,1,1.064,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.127,True,False,0.0,0.0,0.0,2.25,Low-volume / mixed,146,6,-140
Livestock Health,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2025,Summer 2025,1,Summer 2025,1,0.602,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.019,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
IoT Security,2,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2019,Summer 2025,2,Summer 2025,1,0.602,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.035,False,False,0.0,0.0,0.0,3.885,Low-volume / mixed,146,6,-140
Kids,9,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Summer 2021,8,Winter 2012,1,1.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.214,True,False,0.757,0.0,0.0,2.033,Low-volume / mixed,146,6,-140
Kubernetes,14,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2015,Spring 2026,12,Summer 2015,1,0.962,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.199,True,False,0.0,0.0,0.0,1.525,Low-volume / mixed,146,6,-140
Lab-on-a-chip,1,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2018,Winter 2018,1,Winter 2018,1,0.685,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.021,False,False,0.0,0.0,0.0,5.568,Low-volume / mixed,146,6,-140
Latin America,20,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Winter 2024,12,Summer 2019,3,1.705,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.301,True,False,0.0,0.0,0.0,1.512,Low-volume / mixed,146,6,-140
Lending,17,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2012,Winter 2026,10,Winter 2012,1,1.515,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.201,0.218,True,False,0.757,0.0,0.0,1.765,Low-volume / mixed,146,6,-140
Industrial Workplace Safety,4,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2016,Summer 2021,4,Winter 2016,1,0.82,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.067,False,False,0.0,0.0,0.0,2.846,Low-volume / mixed,146,6,-140
International,6,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2014,Fall 2024,6,Summer 2014,1,1.282,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,0.133,True,False,0.0,0.0,0.0,2.421,Low-volume / mixed,146,6,-140
Investments,8,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Winter 2019,Spring 2026,7,Fall 2025,1,0.685,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.228,0.085,True,False,0.0,0.343,0.0,2.192,Low-volume / mixed,146,6,-140
IoT,44,"Spring 2026,Summer 2005,Summer 2007,Summer 2008,Winter 2006,Winter 2007,Winter 2008,Winter 2009,Winter 2010,Winter 2026",Summer 2009,Fall 2026,20,Winter 2017,5,4.31,2005,0,0.0,0.0,Summer 2026,0,0.0,0,0.0,0.0,0.0,1.086,True,True,2.349,0.0,0.348,1.265,Declining,146,6,-140
